"01%03d_040.wav","animals"
"01%03d_041.wav","animals"
"01%03d_042.wav","animals"
"01%03d_043.wav","animals"
"01%03d_044.wav","animals"
"01%03d_045.wav","animals"
"01%03d_046.wav","animals"
"01%03d_047.wav","animals"
"01%03d_048.wav","animals"
"01%03d_049.wav","animals"
"01%03d_050.wav","animals"
"01%03d_051.wav","animals"
"01%03d_052.wav","animals"
"01%03d_053.wav","animals"
"01%03d_054.wav","animals"
"01%03d_055.wav","animals"
"01%03d_056.wav","animals"
"01%03d_057.wav","animals"
"01%03d_058.wav","animals"
"01%03d_059.wav","animals"
"01%03d_060.wav","animals"
"01%03d_061.wav","animals"
"01%03d_062.wav","animals"
"01%03d_063.wav","animals"
"01%03d_064.wav","animals"
"01%03d_065.wav","animals"
"01%03d_066.wav","animals"
"01%03d_067.wav","animals"
"01%03d_068.wav","animals"
"01%03d_069.wav","animals"
"01%03d_070.wav","animals"
"01%03d_071.wav","animals"
"01%03d_072.wav","animals"
"01%03d_073.wav","animals"
"01%03d_074.wav","animals"
"01%03d_075.wav","animals"
"01%03d_076.wav","animals"
"01%03d_077.wav","animals"
"01%03d_078.wav","animals"
"01%03d_079.wav","animals"
"01%03d_080.wav","animals"
"01%03d_081.wav","animals"
"01%03d_082.wav","animals"
"01%03d_083.wav","animals"
"01%03d_084.wav","animals"
"01%03d_085.wav","animals"
"01%03d_086.wav","animals"
"01%03d_087.wav","animals"
"01%03d_088.wav","animals"
"01%03d_089.wav","animals"
"01%03d_090.wav","animals"
"01%03d_091.wav","animals"
"01%03d_092.wav","animals"
"01%03d_093.wav","animals"
"01%03d_094.wav","animals"
"01%03d_095.wav","animals"
"01%03d_096.wav","animals"
"01%03d_097.wav","animals"
"01%03d_098.wav","animals"
"01%03d_099.wav","animals"
"01%03d_100.wav","animals"
"01%03d_101.wav","animals"
"01%03d_102.wav","animals"
"01%03d_103.wav","animals"
"01%03d_104.wav","animals"
"01%03d_105.wav","animals"
"01%03d_106.wav","animals"
"01%03d_107.wav","animals"
"01%03d_108.wav","animals"
"01%03d_109.wav","animals"
"01%03d_110.wav","animals"
"01%03d_111.wav","animals"
"01%03d_112.wav","animals"
"01%03d_113.wav","animals"
"01%03d_114.wav","animals"
"01%03d_115.wav","animals"
"01%03d_116.wav","animals"
"01%03d_117.wav","animals"
"01%03d_118.wav","animals"
"01%03d_119.wav","animals"
"01%03d_120.wav","animals"
